hard_text,profession,gender
"Ms. Margaret Mary Dolfini's NPI Number is #1174562821 and has been listed in the NPI registry for 10 years. Ms. Margaret Mary Dolfini's practice location is listed as: 3190 N Swan Road Camp Lowell Medical Specialists Tucson, AZ 85712 and can be reached via phone at (520) 547-9700.",13,1
"She also holds a Bachelor’s Degree in Business Administration with a concentration in Health Services. Her previous experience includes behavioral health, community outreach, and day treatment centers. She is a long-time New Jersey native prior to moving to Central Florida in 2014, and enjoys traveling with family and exploring new places and cultures.",13,1
"When diagnosed with breast cancer in 2010, she signed herself up for a Look Good Feel Better workshop and now shares the impact with her own patients. She was also named a Look Good Feel Better Heritage Hero in celebration of the charity’s 25th year in Canada.",13,1
"All of them have health care training More information Subcommittee on Labor, Health and Human Services, Education and Related Agencies Committee on Appropriations United States House of Representatives",13,1
"Casey Gray has lived in California all his life, growing up in San Jose and finally settling in San Francisco after college and graduate school. He has exhibited his work extensively across the United States in numerous group and solo exhibitions, and has collaborated with brands such as Nike, Converse and Pabst Blue Ribbon amongst others on special projects.",14,0
"The main characteristic of his works lies in the unique sense of space that he produces. In his practice, he is testing a new (neutral) approach to space, bringing together a Western three-dimensional style of painting with an oriental planar style of painting. In conversation with Aesthetica, he Tsuboyama discusses cultural divides and shifting perceptions.",14,0
"He grew up alongside a collection of animals, including a number of rabbits, which often arise in his paintings. He began drawing at the tender age of three inspired by cartoons and various books. At 18 he began doing graffiti with the name “CRAOLA”. Graffiti art became his impetus for the creation and gave him the confidence to paint large works. In addition, he taught perspective, color theory and artistic skills developed, which later translate into his work with acrylics.",14,0
"Hamilton finds interesting abandoned farmhouses to inspire a number of his works that have an evocative sense of isolation quite like Hopper’s. While best known for his landscapes, Paul has a wide range of motifs, ranging from sumptuous still-lifes to complete abstraction and large sculptures.",14,0
Many helpful influences that crossed Judson's path as a young man intrigued and inspired him to investigate the possibility of a traditional art education abroad. At a very young age he began his training in representational drawing after taking his first class in academic figure drawing from Charles Cecil.,14,0
"He trained as an illustrator at Swansea University (graduating in 2000). This early training informs all his work which is highly figurative and depicts places he has remembered or imagined.Butler has painted some of the world’s great cities attracted to their sense of space and drama: London, New York, Venice, Paris, Havana and Dubai.Combining his illustrator’s eye for graphic representation with a Modernist twist using mixed media and found ephemera: magazines, newspapers and other materials. He often employs a specialist collage system, Lasertran, to transfer photocopied materials onto his works. This bricolage allows him to indulge his love of texture and typography in his original paintings and limited edition prints.",14,0
"He started his art career as a professional freelance illustrator. Then he shifted to a drawing and painting. That brought him the fame and recognition throughout Europe. His greatest feature is to make a very dynamic and pleasant for an eye pictures, choosing the palette very carefully so then the objects look very harmoniously.",14,0
"He trained as an apprentice draughtsman in a London studio developing his drawing skills in lettering and fine art. After 15 years he set up his own studio receiving many commissions from such clients as the Science Museum, borough councils, private and corporate bodies.",14,0
"He has exhibited across Canada and abroad, and teaches studio and art history at St. Peter’s College and through the University of Saskatchewan in Saskatoon.",14,0
"Lewis is a graduate of Cass Technical High School, Center for Creative Studies and Yale School of Art. This program is presented in celebration of Black History Month.",14,0
"Among his production of paintings, charcoal and drawings, he continues, since 2010, his series of watercolor La Fête, which now approach the hundred numbers. He is represented by Backslash Gallery.",14,0
"He explained the unique features of Tibetan Thangka painting of the Tsangdri tradition in this book by giving the precise instructions and explanation regarding the foundation diagrams, colours etc. of wrathful and peaceful images in accordance with traditional standards of quality. COPYRIGHT © 2001-2013, SAUJANYA BOOKS HOW TO ORDER",14,0
"One early morning, as usual, he went on another run. However, crossing the forest area, he found the dead body of a child. Immediately notifying the police, he put his life dramatically changes. Now he only dreamed of",14,0
"The important significance does not only lie in that he was a representative of the fusion of Chinese and Western schools, with his dramatic discourse and demands, as well as the creative achievements that enrich the history of painting in the 20th century, but also because of his unique life experiences and the meaningful way of dealing intensively and clearly with the unique cultural context of the history of painting in the 20th century.",14,0
"He paints large-scale views of city suburbs and landscapes onto Tyvek sheeting, which can be easily transported from place to place. His work is concerned with exposing the historical and enduring hubris of American culture, painting forms that depict the search for and physical manifestation of American power and success on a monumental scale.",14,0
